breakdown,school,question,question_text,response,count,denominator,value,lowercl,uppercl,lowereb,uppereb,year
All Responses,All Schools,derbisol_exp,derbisol,No,16245,16290,99.7%,99.6%,99.8%,0.2%,0.1%,2023
All Responses,All Schools,derbisol_exp,derbisol,Yes,45,16290,0.3%,0.2%,0.4%,0.1%,0.2%,2023
All Responses,All Schools,derbisol_offered,derbisol,No,16225,16295,99.6%,99.4%,99.7%,0.2%,0.1%,2023
All Responses,All Schools,derbisol_offered,derbisol,Yes,70,16295,0.4%,0.3%,0.6%,0.1%,0.2%,2023
All Responses,All Schools,district_pc,NA,Broxbourne,60,8690,0.7%,0.5%,1.0%,0.2%,0.3%,2023
All Responses,All Schools,district_pc,NA,Dacorum,1305,8690,15.0%,13.9%,16.2%,1.1%,1.2%,2023
All Responses,All Schools,district_pc,NA,East Hertfordshire,510,8690,5.9%,5.1%,6.7%,0.7%,0.8%,2023
All Responses,All Schools,district_pc,NA,Epping Forest,5,8690,0.1%,0.0%,0.2%,0.0%,0.2%,2023
All Responses,All Schools,district_pc,NA,Harlow,0,8690,0.0%,0.0%,0.1%,0.0%,0.1%,2023
All Responses,All Schools,district_pc,NA,Hertsmere,375,8690,4.3%,3.7%,5.0%,0.6%,0.7%,2023
All Responses,All Schools,district_pc,NA,North Hertfordshire,1220,8690,14.0%,12.9%,15.2%,1.1%,1.2%,2023
All Responses,All Schools,district_pc,NA,St Albans,2085,8690,24.0%,22.6%,25.4%,1.4%,1.4%,2023
All Responses,All Schools,district_pc,NA,Stevenage,665,8690,7.7%,6.8%,8.6%,0.8%,0.9%,2023
All Responses,All Schools,district_pc,NA,Three Rivers,1270,8690,14.6%,13.5%,15.8%,1.1%,1.2%,2023
All Responses,All Schools,district_pc,NA,Uttlesford,25,8690,0.3%,0.2%,0.5%,0.1%,0.2%,2023
All Responses,All Schools,district_pc,NA,Watford,615,8690,7.1%,6.3%,8.0%,0.8%,0.9%,2023
All Responses,All Schools,district_pc,NA,Welwyn Hatfield,555,8690,6.4%,5.6%,7.2%,0.8%,0.9%,2023
All Responses,All Schools,district_residence,which district they lived in,Broxbourne,120,16300,0.7%,0.6%,1.0%,0.2%,0.2%,2023
All Responses,All Schools,district_residence,which district they lived in,Dacorum,2120,16300,13.0%,12.2%,13.8%,0.8%,0.8%,2023
All Responses,All Schools,district_residence,which district they lived in,East Hertfordshire,1140,16300,7.0%,6.4%,7.6%,0.6%,0.6%,2023
All Responses,All Schools,district_residence,which district they lived in,Hertsmere,670,16300,4.1%,3.7%,4.6%,0.5%,0.5%,2023
All Responses,All Schools,district_residence,which district they lived in,North Hertfordshire,2030,16300,12.5%,11.7%,13.3%,0.8%,0.8%,2023
All Responses,All Schools,district_residence,which district they lived in,Outside of Hertfordshire,815,16300,5.0%,4.5%,5.6%,0.5%,0.6%,2023
All Responses,All Schools,district_residence,which district they lived in,St Albans,3380,16300,20.7%,19.8%,21.7%,1.0%,1.0%,2023
All Responses,All Schools,district_residence,which district they lived in,Stevenage,1645,16300,10.1%,9.4%,10.8%,0.7%,0.8%,2023
All Responses,All Schools,district_residence,which district they lived in,Three Rivers,1820,16300,11.2%,10.4%,12.0%,0.7%,0.8%,2023
All Responses,All Schools,district_residence,which district they lived in,Watford,1440,16300,8.8%,8.2%,9.5%,0.7%,0.7%,2023
All Responses,All Schools,district_residence,which district they lived in,Welwyn Hatfield,1120,16300,6.9%,6.3%,7.5%,0.6%,0.6%,2023
All Responses,All Schools,district_school,NA,Broxbourne,60,16265,0.4%,0.2%,0.5%,0.1%,0.2%,2023
All Responses,All Schools,district_school,NA,Dacorum,1975,16265,12.1%,11.4%,13.0%,0.8%,0.8%,2023
All Responses,All Schools,district_school,NA,East Hertfordshire,1120,16265,6.9%,6.3%,7.5%,0.6%,0.6%,2023
All Responses,All Schools,district_school,NA,Hertsmere,770,16265,4.7%,4.2%,5.3%,0.5%,0.5%,2023
All Responses,All Schools,district_school,NA,North Hertfordshire,2080,16265,12.8%,12.0%,13.6%,0.8%,0.8%,2023
All Responses,All Schools,district_school,NA,St Albans,3910,16265,24.0%,23.0%,25.1%,1.0%,1.1%,2023
All Responses,All Schools,district_school,NA,Stevenage,1625,16265,10.0%,9.3%,10.7%,0.7%,0.8%,2023
All Responses,All Schools,district_school,NA,Three Rivers,3730,16265,22.9%,21.9%,24.0%,1.0%,1.0%,2023
All Responses,All Schools,district_school,NA,Welwyn Hatfield,995,16265,6.1%,5.6%,6.7%,0.6%,0.6%,2023
All Responses,All Schools,drug_ever,the best statement that describes them regarding recreational drug use,I have never taken drugs,15125,16080,94.1%,93.5%,94.6%,0.6%,0.6%,2023
All Responses,All Schools,drug_ever,the best statement that describes them regarding recreational drug use,I have taken drugs once or twice,530,16080,3.3%,2.9%,3.8%,0.4%,0.5%,2023
All Responses,All Schools,drug_ever,the best statement that describes them regarding recreational drug use,I take drugs occasionally (less than once a week),180,16080,1.1%,0.9%,1.4%,0.2%,0.3%,2023
All Responses,All Schools,drug_ever,the best statement that describes them regarding recreational drug use,I take drugs regularly (once a week or more),130,16080,0.8%,0.6%,1.1%,0.2%,0.2%,2023
All Responses,All Schools,drug_ever,the best statement that describes them regarding recreational drug use,"I used to take drugs, but I don’t now",115,16080,0.7%,0.5%,1.0%,0.2%,0.2%,2023
All Responses,All Schools,drug_reduce,if they want to reduce or stop taking drugs,I'd like to reduce the amount I take but not stop,190,770,24.7%,20.2%,29.8%,4.5%,5.1%,2023
All Responses,All Schools,drug_reduce,if they want to reduce or stop taking drugs,"No, I want to keep taking drugs",270,770,35.1%,30.0%,40.5%,5.1%,5.5%,2023
All Responses,All Schools,drug_reduce,if they want to reduce or stop taking drugs,"Yes, I'd like to stop taking drugs",310,770,40.3%,34.9%,45.8%,5.3%,5.5%,2023
All Responses,All Schools,drugs_alcohol,ever taken drugs and drunk alcohol on the same occasion,No,325,840,38.7%,33.7%,44.0%,5.0%,5.3%,2023
All Responses,All Schools,drugs_alcohol,ever taken drugs and drunk alcohol on the same occasion,Not sure,75,840,8.9%,6.3%,12.4%,2.6%,3.5%,2023
All Responses,All Schools,drugs_alcohol,ever taken drugs and drunk alcohol on the same occasion,Yes,440,840,52.4%,47.1%,57.6%,5.3%,5.3%,2023
All Responses,All Schools,drugsupp_doctor,from a health professional,No,12470,16295,76.5%,75.5%,77.5%,1.0%,1.0%,2023
All Responses,All Schools,drugsupp_doctor,from a health professional,Yes,3825,16295,23.5%,22.5%,24.5%,1.0%,1.0%,2023
All Responses,All Schools,drugsupp_family,from family,No,6300,16290,38.7%,37.5%,39.9%,1.2%,1.2%,2023
All Responses,All Schools,drugsupp_family,from family,Yes,9990,16290,61.3%,60.1%,62.5%,1.2%,1.2%,2023
All Responses,All Schools,drugsupp_friends,from friends,No,11485,16290,70.5%,69.4%,71.6%,1.1%,1.1%,2023
All Responses,All Schools,drugsupp_friends,from friends,Yes,4805,16290,29.5%,28.4%,30.6%,1.1%,1.1%,2023
All Responses,All Schools,drugsupp_internet,from the internet,No,12470,16295,76.5%,75.5%,77.5%,1.0%,1.0%,2023
All Responses,All Schools,drugsupp_internet,from the internet,Yes,3825,16295,23.5%,22.5%,24.5%,1.0%,1.0%,2023
All Responses,All Schools,drugsupp_other,from other sources,No,15250,16290,93.6%,93.0%,94.2%,0.6%,0.6%,2023
All Responses,All Schools,drugsupp_other,from other sources,Yes,1040,16290,6.4%,5.8%,7.0%,0.6%,0.6%,2023
All Responses,All Schools,drugsupp_teacher,from a teacher,No,12230,16295,75.1%,74.0%,76.1%,1.1%,1.0%,2023
All Responses,All Schools,drugsupp_teacher,from a teacher,Yes,4065,16295,24.9%,23.9%,26.0%,1.0%,1.1%,2023
All Responses,All Schools,drugsupp_ypservice,from Drug & Alcohol Services for young people,No,13450,16290,82.6%,81.6%,83.5%,0.9%,0.9%,2023
All Responses,All Schools,drugsupp_ypservice,from Drug & Alcohol Services for young people,Yes,2840,16290,17.4%,16.5%,18.4%,0.9%,0.9%,2023
All Responses,All Schools,drugsupp_yw,from a Youth Worker,No,15060,16295,92.4%,91.8%,93.0%,0.7%,0.6%,2023
All Responses,All Schools,drugsupp_yw,from a Youth Worker,Yes,1235,16295,7.6%,7.0%,8.2%,0.6%,0.7%,2023
All Responses,All Schools,ecstasy_exp,ecstasy,No,16180,16295,99.3%,99.1%,99.5%,0.2%,0.2%,2023
All Responses,All Schools,ecstasy_exp,ecstasy,Yes,115,16295,0.7%,0.5%,0.9%,0.2%,0.2%,2023
All Responses,All Schools,ecstasy_offered,ecstasy,No,16005,16290,98.3%,97.9%,98.5%,0.3%,0.3%,2023
All Responses,All Schools,ecstasy_offered,ecstasy,Yes,285,16290,1.7%,1.5%,2.1%,0.3%,0.3%,2023
All Responses,All Schools,environ_awareness,raise awareness,No,15480,16290,95.0%,94.5%,95.5%,0.6%,0.5%,2023
All Responses,All Schools,environ_awareness,raise awareness,Yes,810,16290,5.0%,4.5%,5.5%,0.5%,0.6%,2023
All Responses,All Schools,environ_barriers_cost,financial cost,No,13645,16290,83.8%,82.9%,84.6%,0.9%,0.9%,2023
All Responses,All Schools,environ_barriers_cost,financial cost,Yes,2645,16290,16.2%,15.4%,17.1%,0.9%,0.9%,2023
All Responses,All Schools,environ_barriers_notconsider,sustainability is not a consideration in their household,No,15275,16295,93.7%,93.1%,94.3%,0.6%,0.6%,2023
All Responses,All Schools,environ_barriers_notconsider,sustainability is not a consideration in their household,Yes,1020,16295,6.3%,5.7%,6.9%,0.6%,0.6%,2023
All Responses,All Schools,environ_barriers_other,other reasons,No,13555,16290,83.2%,82.3%,84.1%,0.9%,0.9%,2023
All Responses,All Schools,environ_barriers_other,other reasons,Yes,2735,16290,16.8%,15.9%,17.7%,0.9%,0.9%,2023
All Responses,All Schools,environ_barriers_time,convenience/time,No,9780,16295,60.0%,58.8%,61.2%,1.2%,1.2%,2023
All Responses,All Schools,environ_barriers_time,convenience/time,Yes,6515,16295,40.0%,38.8%,41.2%,1.2%,1.2%,2023
All Responses,All Schools,environ_barriers_unsure,uncertainty on what to do,No,12440,16295,76.3%,75.3%,77.4%,1.0%,1.0%,2023
All Responses,All Schools,environ_barriers_unsure,uncertainty on what to do,Yes,3855,16295,23.7%,22.6%,24.7%,1.0%,1.0%,2023
All Responses,All Schools,environ_buy,think about the environment when buying things,No,13480,16290,82.8%,81.8%,83.6%,0.9%,0.9%,2023
All Responses,All Schools,environ_buy,think about the environment when buying things,Yes,2810,16290,17.2%,16.4%,18.2%,0.9%,0.9%,2023
All Responses,All Schools,environ_garden,do things in the garden to help wildlife,No,12935,16290,79.4%,78.4%,80.4%,1.0%,1.0%,2023
All Responses,All Schools,environ_garden,do things in the garden to help wildlife,Yes,3355,16290,20.6%,19.6%,21.6%,1.0%,1.0%,2023
All Responses,All Schools,environ_leaders,try to change what our leaders are doing,No,15495,16290,95.1%,94.6%,95.6%,0.5%,0.5%,2023
All Responses,All Schools,environ_leaders,try to change what our leaders are doing,Yes,795,16290,4.9%,4.4%,5.4%,0.5%,0.5%,2023
All Responses,All Schools,environ_lights,turn lights off more,No,5780,16295,35.5%,34.3%,36.6%,1.1%,1.2%,2023
All Responses,All Schools,environ_lights,turn lights off more,Yes,10515,16295,64.5%,63.4%,65.7%,1.2%,1.1%,2023
All Responses,All Schools,environ_litter,pick up litter,No,10630,16290,65.3%,64.1%,66.4%,1.2%,1.1%,2023
All Responses,All Schools,environ_litter,pick up litter,Yes,5660,16290,34.7%,33.6%,35.9%,1.1%,1.2%,2023
All Responses,All Schools,environ_meat,eat less meat,No,13950,16295,85.6%,84.7%,86.4%,0.9%,0.8%,2023
All Responses,All Schools,environ_meat,eat less meat,Yes,2345,16295,14.4%,13.6%,15.3%,0.8%,0.9%,2023
All Responses,All Schools,environ_media,read/watch media about the environment,No,13510,16290,82.9%,82.0%,83.8%,0.9%,0.9%,2023
All Responses,All Schools,environ_media,read/watch media about the environment,Yes,2780,16290,17.1%,16.2%,18.0%,0.9%,0.9%,2023
All Responses,All Schools,environ_none,don't do anything,No,15250,16290,93.6%,93.0%,94.2%,0.6%,0.6%,2023
All Responses,All Schools,environ_none,don't do anything,Yes,1040,16290,6.4%,5.8%,7.0%,0.6%,0.6%,2023
All Responses,All Schools,environ_other,do other things,No,14770,16295,90.6%,89.9%,91.3%,0.7%,0.7%,2023
All Responses,All Schools,environ_other,do other things,Yes,1525,16295,9.4%,8.7%,10.1%,0.7%,0.7%,2023
All Responses,All Schools,environ_recycle,recycle their waste,No,6370,16290,39.1%,37.9%,40.3%,1.2%,1.2%,2023
All Responses,All Schools,environ_recycle,recycle their waste,Yes,9920,16290,60.9%,59.7%,62.1%,1.2%,1.2%,2023
All Responses,All Schools,environ_talk,talk to friends/family,No,13880,16295,85.2%,84.3%,86.0%,0.9%,0.8%,2023
All Responses,All Schools,environ_talk,talk to friends/family,Yes,2415,16295,14.8%,14.0%,15.7%,0.8%,0.9%,2023
All Responses,All Schools,environ_tap,turn the tap off more,No,6160,16290,37.8%,36.6%,39.0%,1.2%,1.2%,2023
All Responses,All Schools,environ_tap,turn the tap off more,Yes,10130,16290,62.2%,61.0%,63.4%,1.2%,1.2%,2023
All Responses,All Schools,environ_volunteer,volunteer,No,15320,16295,94.0%,93.4%,94.6%,0.6%,0.5%,2023
All Responses,All Schools,environ_volunteer,volunteer,Yes,975,16295,6.0%,5.4%,6.6%,0.5%,0.6%,2023
All Responses,All Schools,environ_walkcycle,"walk, cycle, or use public transport",No,9505,16290,58.3%,57.2%,59.5%,1.2%,1.2%,2023
All Responses,All Schools,environ_walkcycle,"walk, cycle, or use public transport",Yes,6785,16290,41.7%,40.5%,42.8%,1.2%,1.2%,2023
All Responses,All Schools,ethnicity,ethnicity,Any other ethnic group,285,15650,1.8%,1.5%,2.2%,0.3%,0.4%,2023
All Responses,All Schools,ethnicity,ethnicity,Asian,2475,15650,15.8%,14.9%,16.7%,0.9%,0.9%,2023
All Responses,All Schools,ethnicity,ethnicity,Black,1165,15650,7.4%,6.8%,8.1%,0.6%,0.7%,2023
All Responses,All Schools,ethnicity,ethnicity,Mixed,375,15650,2.4%,2.0%,2.8%,0.3%,0.4%,2023
All Responses,All Schools,ethnicity,ethnicity,Prefer not to say,200,15650,1.3%,1.0%,1.6%,0.2%,0.3%,2023
All Responses,All Schools,ethnicity,ethnicity,White,11150,15650,71.2%,70.1%,72.4%,1.1%,1.1%,2023
All Responses,All Schools,findiff_cold,felt cold,No,15465,16290,94.9%,94.4%,95.4%,0.6%,0.5%,2023
All Responses,All Schools,findiff_cold,felt cold,Yes,825,16290,5.1%,4.6%,5.6%,0.5%,0.6%,2023
All Responses,All Schools,findiff_foodbank,went to a food bank,No,16075,16290,98.7%,98.4%,98.9%,0.3%,0.2%,2023
All Responses,All Schools,findiff_foodbank,went to a food bank,Yes,215,16290,1.3%,1.1%,1.6%,0.2%,0.3%,2023
All Responses,All Schools,findiff_hungry,felt hungry,No,15900,16290,97.6%,97.2%,97.9%,0.4%,0.3%,2023
All Responses,All Schools,findiff_hungry,felt hungry,Yes,390,16290,2.4%,2.1%,2.8%,0.3%,0.4%,2023
All Responses,All Schools,findiff_job,lost a job/work,No,15685,16295,96.3%,95.8%,96.7%,0.5%,0.4%,2023
All Responses,All Schools,findiff_job,lost a job/work,Yes,610,16295,3.7%,3.3%,4.2%,0.4%,0.5%,2023
All Responses,All Schools,findiff_misstrip,missed a school trip,No,15490,16295,95.1%,94.5%,95.6%,0.6%,0.5%,2023
All Responses,All Schools,findiff_misstrip,missed a school trip,Yes,805,16295,4.9%,4.4%,5.5%,0.5%,0.6%,2023
All Responses,All Schools,findiff_move,moved to a smaller home,No,16000,16290,98.2%,97.9%,98.5%,0.3%,0.3%,2023
All Responses,All Schools,findiff_move,moved to a smaller home,Yes,290,16290,1.8%,1.5%,2.1%,0.3%,0.3%,2023
All Responses,All Schools,findiff_none,no experiences,No,4360,16290,26.8%,25.7%,27.9%,1.1%,1.1%,2023
All Responses,All Schools,findiff_none,no experiences,Yes,11930,16290,73.2%,72.1%,74.3%,1.1%,1.1%,2023
All Responses,All Schools,findiff_pnts,prefer not to say,No,15455,16295,94.8%,94.3%,95.4%,0.6%,0.5%,2023
All Responses,All Schools,findiff_pnts,prefer not to say,Yes,840,16295,5.2%,4.6%,5.7%,0.5%,0.6%,2023
All Responses,All Schools,fsm,free school meals,No,14255,16195,88.0%,87.2%,88.8%,0.8%,0.8%,2023
All Responses,All Schools,fsm,free school meals,Prefer not to say,355,16195,2.2%,1.9%,2.6%,0.3%,0.4%,2023
All Responses,All Schools,fsm,free school meals,Yes,1585,16195,9.8%,9.1%,10.5%,0.7%,0.7%,2023
All Responses,All Schools,hallucinogen_natural_exp,hallucinogens,No,16210,16290,99.5%,99.3%,99.7%,0.2%,0.1%,2023
All Responses,All Schools,hallucinogen_natural_exp,hallucinogens,Yes,80,16290,0.5%,0.3%,0.7%,0.1%,0.2%,2023
All Responses,All Schools,hallucinogen_offered,hallucinogens,No,16025,16295,98.3%,98.0%,98.6%,0.3%,0.3%,2023
All Responses,All Schools,hallucinogen_offered,hallucinogens,Yes,270,16295,1.7%,1.4%,2.0%,0.3%,0.3%,2023
All Responses,All Schools,heroin_exp,heroin,No,16240,16290,99.7%,99.5%,99.8%,0.2%,0.1%,2023
All Responses,All Schools,heroin_exp,heroin,Yes,50,16290,0.3%,0.2%,0.5%,0.1%,0.2%,2023
All Responses,All Schools,heroin_offered,heroin,No,16170,16295,99.2%,99.0%,99.4%,0.2%,0.2%,2023
All Responses,All Schools,heroin_offered,heroin,Yes,125,16295,0.8%,0.6%,1.0%,0.2%,0.2%,2023
All Responses,All Schools,herts_just_talk,have heard of Herts Just Talk,No,5820,15910,36.6%,35.4%,37.8%,1.2%,1.2%,2023
All Responses,All Schools,herts_just_talk,have heard of Herts Just Talk,Unsure,2655,15910,16.7%,15.8%,17.6%,0.9%,0.9%,2023
All Responses,All Schools,herts_just_talk,have heard of Herts Just Talk,Yes,3325,15910,20.9%,19.9%,21.9%,1.0%,1.0%,2023
All Responses,All Schools,herts_just_talk,have heard of Herts Just Talk,"Yes I’ve heard of it, but I’m not sure what it is",4110,15910,25.8%,24.8%,26.9%,1.1%,1.1%,2023
All Responses,All Schools,home_shouting,have ever been frightened by any shouting and arguing between adults or older siblings at home in the last month,Most days/Every day,720,15815,4.6%,4.1%,5.1%,0.5%,0.5%,2023
All Responses,All Schools,home_shouting,have ever been frightened by any shouting and arguing between adults or older siblings at home in the last month,No,10340,15815,65.4%,64.2%,66.5%,1.2%,1.2%,2023
All Responses,All Schools,home_shouting,have ever been frightened by any shouting and arguing between adults or older siblings at home in the last month,Once a week,720,15815,4.6%,4.1%,5.1%,0.5%,0.5%,2023
All Responses,All Schools,home_shouting,have ever been frightened by any shouting and arguing between adults or older siblings at home in the last month,Once or twice,2815,15815,17.8%,16.9%,18.8%,0.9%,1.0%,2023
All Responses,All Schools,home_shouting,have ever been frightened by any shouting and arguing between adults or older siblings at home in the last month,Prefer not to say,1220,15815,7.7%,7.1%,8.4%,0.6%,0.7%,2023
