year,breakdown,school,question,question_text,response,count,denominator,value,lowercl,uppercl,lowereb,uppereb
2022,Transgender,All Schools,schoolsupp_wellbeing,they find their school is supportive of their emotional health and wellbeing,Somewhat,35,125,28.0%,17.5%,41.6%,10.5%,13.6%
2022,Transgender,All Schools,schoolsupp_wellbeing,they find their school is supportive of their emotional health and wellbeing,Yes,20,125,16.0%,8.4%,28.5%,7.6%,12.5%
2022,Transgender,All Schools,schyear,school year,Not at school/other,5,125,4.0%,1.1%,13.4%,2.9%,9.4%
2022,Transgender,All Schools,schyear,school year,Year 10,20,125,16.0%,8.4%,28.5%,7.6%,12.5%
2022,Transgender,All Schools,schyear,school year,Year 11,10,125,8.0%,3.2%,18.8%,4.8%,10.8%
2022,Transgender,All Schools,schyear,school year,Year 12,20,125,16.0%,8.4%,28.5%,7.6%,12.5%
2022,Transgender,All Schools,schyear,school year,Year 13,15,125,12.0%,5.6%,23.8%,6.4%,11.8%
2022,Transgender,All Schools,schyear,school year,Year 7,15,125,12.0%,5.6%,23.8%,6.4%,11.8%
2022,Transgender,All Schools,schyear,school year,Year 8,15,125,12.0%,5.6%,23.8%,6.4%,11.8%
2022,Transgender,All Schools,schyear,school year,Year 9,25,125,20.0%,11.3%,33.0%,8.7%,13.0%
2022,Transgender,All Schools,selfharm_ever,ever self-harmed,No,20,120,16.7%,8.7%,29.5%,8.0%,12.9%
2022,Transgender,All Schools,selfharm_ever,ever self-harmed,Prefer not to say,20,120,16.7%,8.7%,29.5%,8.0%,12.9%
2022,Transgender,All Schools,selfharm_ever,ever self-harmed,Yes,80,120,66.7%,52.6%,78.3%,14.1%,11.6%
2022,Transgender,All Schools,sexuality,sexual orientation,"Gay, lesbian or bisexual",70,130,53.8%,40.5%,66.6%,13.3%,12.8%
2022,Transgender,All Schools,sexuality,sexual orientation,Heterosexual/Straight,10,130,7.7%,3.0%,18.1%,4.7%,10.4%
2022,Transgender,All Schools,sexuality,sexual orientation,Other,25,130,19.2%,10.8%,31.9%,8.4%,12.6%
2022,Transgender,All Schools,sexuality,sexual orientation,Prefer not to say,5,130,3.8%,1.1%,12.9%,2.8%,9.1%
2022,Transgender,All Schools,sexuality,sexual orientation,Undecided/Questioning,20,130,15.4%,8.0%,27.5%,7.4%,12.1%
2022,Transgender,All Schools,sh_16,Most 16 year olds have not had sex,Agree,25,65,38.5%,22.5%,57.4%,16.0%,19.0%
2022,Transgender,All Schools,sh_16,Most 16 year olds have not had sex,Disagree,20,65,30.8%,16.5%,49.9%,14.2%,19.2%
2022,Transgender,All Schools,sh_16,Most 16 year olds have not had sex,Not sure,20,65,30.8%,16.5%,49.9%,14.2%,19.2%
2022,Transgender,All Schools,sh_access,they know how to access sexual health services?,No,40,115,34.8%,22.7%,49.2%,12.1%,14.4%
2022,Transgender,All Schools,sh_access,they know how to access sexual health services?,Not sure,35,115,30.4%,19.1%,44.8%,11.3%,14.3%
2022,Transgender,All Schools,sh_access,they know how to access sexual health services?,Yes,40,115,34.8%,22.7%,49.2%,12.1%,14.4%
2022,Transgender,All Schools,sh_condoms,Using condoms is necessary to prevent sexually transmitted infections and unplanned pregnancies,Agree,55,65,84.6%,66.5%,93.8%,18.1%,9.2%
2022,Transgender,All Schools,sh_condoms,Using condoms is necessary to prevent sexually transmitted infections and unplanned pregnancies,Disagree,10,65,15.4%,6.2%,33.5%,9.2%,18.1%
2022,Transgender,All Schools,sh_condomsti,"If you have sex without a condom, you should get an STI test.",Agree,40,60,66.7%,46.8%,82.0%,19.9%,15.3%
2022,Transgender,All Schools,sh_condomsti,"If you have sex without a condom, you should get an STI test.",Disagree,10,60,16.7%,6.7%,35.8%,10.0%,19.1%
2022,Transgender,All Schools,sh_condomsti,"If you have sex without a condom, you should get an STI test.",Not sure,10,60,16.7%,6.7%,35.8%,10.0%,19.1%
2022,Transgender,All Schools,sh_pregnancy,Getting pregnant or getting someone else pregnant now would negatively affect my future plans,Agree,40,60,66.7%,46.8%,82.0%,19.9%,15.3%
2022,Transgender,All Schools,sh_pregnancy,Getting pregnant or getting someone else pregnant now would negatively affect my future plans,Disagree,10,60,16.7%,6.7%,35.8%,10.0%,19.1%
2022,Transgender,All Schools,sh_pregnancy,Getting pregnant or getting someone else pregnant now would negatively affect my future plans,Not sure,10,60,16.7%,6.7%,35.8%,10.0%,19.1%
2022,Transgender,All Schools,sh_pressure,There is pressure on young people to have sex,Agree,30,60,50.0%,31.5%,68.5%,18.5%,18.5%
2022,Transgender,All Schools,sh_pressure,There is pressure on young people to have sex,Disagree,15,60,25.0%,12.0%,44.8%,13.0%,19.8%
2022,Transgender,All Schools,sh_pressure,There is pressure on young people to have sex,Not sure,15,60,25.0%,12.0%,44.8%,13.0%,19.8%
2022,Transgender,All Schools,sh_schooled,I think the quality of the relationships and sex education I receive at school is good.,Agree,15,60,25.0%,12.0%,44.8%,13.0%,19.8%
2022,Transgender,All Schools,sh_schooled,I think the quality of the relationships and sex education I receive at school is good.,Disagree,30,60,50.0%,31.5%,68.5%,18.5%,18.5%
2022,Transgender,All Schools,sh_schooled,I think the quality of the relationships and sex education I receive at school is good.,Not sure,15,60,25.0%,12.0%,44.8%,13.0%,19.8%
2022,Transgender,All Schools,sh_serious,Being in a serious/long-term relationship before having sex is important,Agree,20,65,30.8%,16.5%,49.9%,14.2%,19.2%
2022,Transgender,All Schools,sh_serious,Being in a serious/long-term relationship before having sex is important,Disagree,25,65,38.5%,22.5%,57.4%,16.0%,19.0%
2022,Transgender,All Schools,sh_serious,Being in a serious/long-term relationship before having sex is important,Not sure,20,65,30.8%,16.5%,49.9%,14.2%,19.2%
2022,Transgender,All Schools,sh_support,their preferable source of support to get contraception or a test for Sexually Transmitted Infection (STI),Doctor,25,110,22.7%,12.9%,36.9%,9.9%,14.2%
2022,Transgender,All Schools,sh_support,their preferable source of support to get contraception or a test for Sexually Transmitted Infection (STI),Helpline,5,110,4.5%,1.3%,15.1%,3.3%,10.5%
2022,Transgender,All Schools,sh_support,their preferable source of support to get contraception or a test for Sexually Transmitted Infection (STI),Online (e.g. Sexwise website),10,110,9.1%,3.6%,21.1%,5.5%,12.0%
2022,Transgender,All Schools,sh_support,their preferable source of support to get contraception or a test for Sexually Transmitted Infection (STI),Other,15,110,13.6%,6.4%,26.7%,7.2%,13.0%
2022,Transgender,All Schools,sh_support,their preferable source of support to get contraception or a test for Sexually Transmitted Infection (STI),Pharmacy,20,110,18.2%,9.5%,31.9%,8.7%,13.7%
2022,Transgender,All Schools,sh_support,their preferable source of support to get contraception or a test for Sexually Transmitted Infection (STI),School/College,5,110,4.5%,1.3%,15.1%,3.3%,10.5%
2022,Transgender,All Schools,sh_support,their preferable source of support to get contraception or a test for Sexually Transmitted Infection (STI),Sexual health clinic,20,110,18.2%,9.5%,31.9%,8.7%,13.7%
2022,Transgender,All Schools,sh_support,their preferable source of support to get contraception or a test for Sexually Transmitted Infection (STI),Youth Worker / Service,10,110,9.1%,3.6%,21.1%,5.5%,12.0%
2022,Transgender,All Schools,sh_wait,It is fine to wait to have sex,Agree,55,65,84.6%,66.5%,93.8%,18.1%,9.2%
2022,Transgender,All Schools,sh_wait,It is fine to wait to have sex,Disagree,10,65,15.4%,6.2%,33.5%,9.2%,18.1%
2022,Transgender,All Schools,sh_wait,It is fine to wait to have sex,Not sure,0,65,0.0%,0.0%,12.8%,0.0%,12.8%
2022,Transgender,All Schools,shinfo_clinic,sexual health clinics,No,120,125,96.0%,86.6%,98.9%,9.4%,2.9%
2022,Transgender,All Schools,shinfo_clinic,sexual health clinics,Yes,5,125,4.0%,1.1%,13.4%,2.9%,9.4%
2022,Transgender,All Schools,shinfo_doctor,health professionals,No,115,120,95.8%,86.1%,98.8%,9.8%,3.0%
2022,Transgender,All Schools,shinfo_doctor,health professionals,Yes,5,120,4.2%,1.2%,13.9%,3.0%,9.8%
2022,Transgender,All Schools,shinfo_friends,friends,No,85,120,70.8%,56.9%,81.7%,14.0%,10.9%
2022,Transgender,All Schools,shinfo_friends,friends,Yes,35,120,29.2%,18.3%,43.1%,10.9%,14.0%
2022,Transgender,All Schools,shinfo_healthsite,healthcare websites,No,100,125,80.0%,67.0%,88.7%,13.0%,8.7%
2022,Transgender,All Schools,shinfo_healthsite,healthcare websites,Yes,25,125,20.0%,11.3%,33.0%,8.7%,13.0%
2022,Transgender,All Schools,shinfo_helpline,telephone helplines,No,120,120,100.0%,92.6%,100.0%,7.4%,0.0%
2022,Transgender,All Schools,shinfo_helpline,telephone helplines,Yes,0,120,0.0%,0.0%,7.4%,0.0%,7.4%
2022,Transgender,All Schools,shinfo_media,media,No,95,120,79.2%,65.8%,88.3%,13.4%,9.1%
2022,Transgender,All Schools,shinfo_media,media,Yes,25,120,20.8%,11.7%,34.2%,9.1%,13.4%
2022,Transgender,All Schools,shinfo_other,other,No,105,120,87.5%,75.3%,94.1%,12.2%,6.6%
2022,Transgender,All Schools,shinfo_other,other,Yes,15,120,12.5%,5.9%,24.7%,6.6%,12.2%
2022,Transgender,All Schools,shinfo_parents,parents,No,100,120,83.3%,70.5%,91.3%,12.9%,8.0%
2022,Transgender,All Schools,shinfo_parents,parents,Yes,20,120,16.7%,8.7%,29.5%,8.0%,12.9%
2022,Transgender,All Schools,shinfo_porn,pornography,No,100,125,80.0%,67.0%,88.7%,13.0%,8.7%
2022,Transgender,All Schools,shinfo_porn,pornography,Yes,25,125,20.0%,11.3%,33.0%,8.7%,13.0%
2022,Transgender,All Schools,shinfo_poster,"posters, leaflets, reference books",No,120,120,100.0%,92.6%,100.0%,7.4%,0.0%
2022,Transgender,All Schools,shinfo_poster,"posters, leaflets, reference books",Yes,0,120,0.0%,0.0%,7.4%,0.0%,7.4%
2022,Transgender,All Schools,shinfo_relations,siblings or relatives,No,115,125,92.0%,81.2%,96.8%,10.8%,4.8%
2022,Transgender,All Schools,shinfo_relations,siblings or relatives,Yes,10,125,8.0%,3.2%,18.8%,4.8%,10.8%
2022,Transgender,All Schools,shinfo_school,school,No,75,125,60.0%,46.2%,72.4%,13.8%,12.4%
2022,Transgender,All Schools,shinfo_school,school,Yes,50,125,40.0%,27.6%,53.8%,12.4%,13.8%
2022,Transgender,All Schools,shinfo_yw,Youth Workers,No,115,125,92.0%,81.2%,96.8%,10.8%,4.8%
2022,Transgender,All Schools,shinfo_yw,Youth Workers,Yes,10,125,8.0%,3.2%,18.8%,4.8%,10.8%
2022,Transgender,All Schools,skipschool_COVID-19,COVID-19,No,120,120,100.0%,92.6%,100.0%,7.4%,0.0%
2022,Transgender,All Schools,skipschool_appointments,medical/dental appointments,No,70,125,56.0%,42.3%,68.8%,13.7%,12.8%
2022,Transgender,All Schools,skipschool_appointments,medical/dental appointments,Yes,55,125,44.0%,31.2%,57.7%,12.8%,13.7%
2022,Transgender,All Schools,skipschool_care,caring for family,No,110,125,88.0%,76.2%,94.4%,11.8%,6.4%
2022,Transgender,All Schools,skipschool_care,caring for family,Yes,15,125,12.0%,5.6%,23.8%,6.4%,11.8%
2022,Transgender,All Schools,skipschool_illness,illness/injury unrelated to COVID-19,No,40,125,32.0%,20.8%,45.8%,11.2%,13.8%
2022,Transgender,All Schools,skipschool_illness,illness/injury unrelated to COVID-19,Yes,85,125,68.0%,54.2%,79.2%,13.8%,11.2%
2022,Transgender,All Schools,skipschool_mentalhealth,mental health reasons,No,70,120,58.3%,44.3%,71.1%,14.0%,12.8%
2022,Transgender,All Schools,skipschool_mentalhealth,mental health reasons,Yes,50,120,41.7%,28.9%,55.7%,12.8%,14.0%
2022,Transgender,All Schools,skipschool_trips,holiday,No,100,125,80.0%,67.0%,88.7%,13.0%,8.7%
2022,Transgender,All Schools,skipschool_trips,holiday,Yes,25,125,20.0%,11.3%,33.0%,8.7%,13.0%
2022,Transgender,All Schools,skipschool_worriesbully,bullying,No,100,120,83.3%,70.5%,91.3%,12.9%,8.0%
2022,Transgender,All Schools,skipschool_worriesbully,bullying,Yes,20,120,16.7%,8.7%,29.5%,8.0%,12.9%
2022,Transgender,All Schools,skipschool_worriesschool,worries about schoolwork,No,95,125,76.0%,62.6%,85.7%,13.4%,9.7%
2022,Transgender,All Schools,skipschool_worriesschool,worries about schoolwork,Yes,30,125,24.0%,14.3%,37.4%,9.7%,13.4%
2022,Transgender,All Schools,smoke_ever,the statement that best describes them regarding smoking,I have never smoked,85,120,70.8%,56.9%,81.7%,14.0%,10.9%
2022,Transgender,All Schools,smoke_ever,the statement that best describes them regarding smoking,I have tried smoking once or twice,10,120,8.3%,3.3%,19.5%,5.0%,11.2%
2022,Transgender,All Schools,smoke_ever,the statement that best describes them regarding smoking,I smoke occasionally (less than 1 cigarette a week),5,120,4.2%,1.2%,13.9%,3.0%,9.8%
2022,Transgender,All Schools,smoke_ever,the statement that best describes them regarding smoking,I smoke regularly (once a week or more),20,120,16.7%,8.7%,29.5%,8.0%,12.9%
2022,Transgender,All Schools,smoke_reduce,if they want to reduce or stop smoking,I'd like to reduce the amount I smoke but not stop,0,25,0.0%,0.0%,27.6%,0.0%,27.6%
2022,Transgender,All Schools,smoke_reduce,if they want to reduce or stop smoking,"No, I want to keep smoking",20,25,80.0%,49.1%,94.3%,30.9%,14.3%
2022,Transgender,All Schools,smoke_reduce,if they want to reduce or stop smoking,"Yes, I'd like to stop smoking",5,25,20.0%,5.7%,50.9%,14.3%,30.9%
2022,Transgender,All Schools,smoke_secondhand,people smoke around them,Always,25,125,20.0%,11.3%,33.0%,8.7%,13.0%
2022,Transgender,All Schools,smoke_secondhand,people smoke around them,Never,45,125,36.0%,24.2%,49.8%,11.8%,13.8%
2022,Transgender,All Schools,smoke_secondhand,people smoke around them,Often,15,125,12.0%,5.6%,23.8%,6.4%,11.8%
2022,Transgender,All Schools,smoke_secondhand,people smoke around them,Sometimes,40,125,32.0%,20.8%,45.8%,11.2%,13.8%
2022,Transgender,All Schools,solvents_exp,solvents as drugs,No,10,25,40.0%,16.9%,68.7%,23.1%,28.7%
2022,Transgender,All Schools,solvents_exp,solvents as drugs,Yes,15,25,60.0%,31.3%,83.1%,28.7%,23.1%
2022,Transgender,All Schools,solvents_offered,solvents as drugs,No,120,120,100.0%,92.6%,100.0%,7.4%,0.0%
2022,Transgender,All Schools,std_chlamydia,chlamydia,I have heard of it but know nothing about it,50,120,41.7%,28.9%,55.7%,12.8%,14.0%
2022,Transgender,All Schools,std_chlamydia,chlamydia,I have never heard of it,30,120,25.0%,14.9%,38.7%,10.1%,13.7%
2022,Transgender,All Schools,std_chlamydia,chlamydia,It can be both treated and cured,30,120,25.0%,14.9%,38.7%,10.1%,13.7%
2022,Transgender,All Schools,std_chlamydia,chlamydia,It can be treated but not cured,10,120,8.3%,3.3%,19.5%,5.0%,11.2%
2022,Transgender,All Schools,std_gono,gonorrhoea,I have heard of it but know nothing about it,55,120,45.8%,32.6%,59.7%,13.2%,13.8%
2022,Transgender,All Schools,std_gono,gonorrhoea,I have never heard of it,30,120,25.0%,14.9%,38.7%,10.1%,13.7%
2022,Transgender,All Schools,std_gono,gonorrhoea,It can be both treated and cured,25,120,20.8%,11.7%,34.2%,9.1%,13.4%
2022,Transgender,All Schools,std_gono,gonorrhoea,It can be treated but not cured,10,120,8.3%,3.3%,19.5%,5.0%,11.2%
2022,Transgender,All Schools,std_hiv,HIV,I have heard of it but know nothing about it,40,115,34.8%,22.7%,49.2%,12.1%,14.4%
2022,Transgender,All Schools,std_hiv,HIV,I have never heard of it,20,115,17.4%,9.1%,30.7%,8.3%,13.3%
2022,Transgender,All Schools,std_hiv,HIV,It can be both treated and cured,5,115,4.3%,1.2%,14.5%,3.1%,10.1%
2022,Transgender,All Schools,std_hiv,HIV,It can be treated but not cured,50,115,43.5%,30.2%,57.7%,13.2%,14.2%
2022,Transgender,All Schools,std_syphilis,syphilis,I have heard of it but know nothing about it,50,115,43.5%,30.2%,57.7%,13.2%,14.2%
2022,Transgender,All Schools,std_syphilis,syphilis,I have never heard of it,30,115,26.1%,15.6%,40.2%,10.5%,14.1%
2022,Transgender,All Schools,std_syphilis,syphilis,It can be both treated and cured,20,115,17.4%,9.1%,30.7%,8.3%,13.3%
2022,Transgender,All Schools,std_syphilis,syphilis,It can be treated but not cured,15,115,13.0%,6.1%,25.6%,6.9%,12.6%
2022,Transgender,All Schools,steroids_exp,muscle-building steroids,No,10,30,33.3%,13.8%,60.9%,19.5%,27.5%
2022,Transgender,All Schools,steroids_exp,muscle-building steroids,Yes,20,30,66.7%,39.1%,86.2%,27.5%,19.5%
2022,Transgender,All Schools,steroids_offered,muscle-building steroids,No,120,120,100.0%,92.6%,100.0%,7.4%,0.0%
2022,Transgender,All Schools,sus_barriers_finance,financial cost,No,65,120,54.2%,40.3%,67.4%,13.8%,13.2%
2022,Transgender,All Schools,sus_barriers_finance,financial cost,Yes,55,120,45.8%,32.6%,59.7%,13.2%,13.8%
2022,Transgender,All Schools,sus_barriers_no_consider,sustainability is not a consideration in their household,No,115,125,92.0%,81.2%,96.8%,10.8%,4.8%
2022,Transgender,All Schools,sus_barriers_no_consider,sustainability is not a consideration in their household,Yes,10,125,8.0%,3.2%,18.8%,4.8%,10.8%
2022,Transgender,All Schools,sus_barriers_other,other barriers,No,95,120,79.2%,65.8%,88.3%,13.4%,9.1%
2022,Transgender,All Schools,sus_barriers_other,other barriers,Yes,25,120,20.8%,11.7%,34.2%,9.1%,13.4%
2022,Transgender,All Schools,sus_barriers_time,convenience/time,No,75,120,62.5%,48.4%,74.8%,14.1%,12.3%
2022,Transgender,All Schools,sus_barriers_time,convenience/time,Yes,45,120,37.5%,25.2%,51.6%,12.3%,14.1%
2022,Transgender,All Schools,sus_barriers_unsure,uncertainty on what to do,No,95,120,79.2%,65.8%,88.3%,13.4%,9.1%
2022,Transgender,All Schools,sus_barriers_unsure,uncertainty on what to do,Yes,25,120,20.8%,11.7%,34.2%,9.1%,13.4%
2022,Transgender,All Schools,sustain_electric_car,drive an electric car,No,105,120,87.5%,75.3%,94.1%,12.2%,6.6%
2022,Transgender,All Schools,sustain_electric_car,drive an electric car,Yes,15,120,12.5%,5.9%,24.7%,6.6%,12.2%
2022,Transgender,All Schools,sustain_leftoverfood,use up leftover food,No,50,120,41.7%,28.9%,55.7%,12.8%,14.0%
2022,Transgender,All Schools,sustain_leftoverfood,use up leftover food,Yes,70,120,58.3%,44.3%,71.1%,14.0%,12.8%
2022,Transgender,All Schools,sustain_localfood,use locally grown food,No,90,125,72.0%,58.4%,82.5%,13.6%,10.5%
2022,Transgender,All Schools,sustain_localfood,use locally grown food,Yes,35,125,28.0%,17.5%,41.6%,10.5%,13.6%
2022,Transgender,All Schools,sustain_nthg,don't do anything,No,105,125,84.0%,71.5%,91.6%,12.5%,7.6%
2022,Transgender,All Schools,sustain_nthg,don't do anything,Yes,20,125,16.0%,8.4%,28.5%,7.6%,12.5%
2022,Transgender,All Schools,sustain_other,do other actions,No,110,125,88.0%,76.2%,94.4%,11.8%,6.4%
2022,Transgender,All Schools,sustain_other,do other actions,Yes,15,125,12.0%,5.6%,23.8%,6.4%,11.8%
2022,Transgender,All Schools,sustain_recycle,recycling,No,45,125,36.0%,24.2%,49.8%,11.8%,13.8%
2022,Transgender,All Schools,sustain_recycle,recycling,Yes,80,125,64.0%,50.2%,75.8%,13.8%,11.8%
2022,Transgender,All Schools,sustain_save_energy,have energy-saving measures,No,55,125,44.0%,31.2%,57.7%,12.8%,13.7%
2022,Transgender,All Schools,sustain_save_energy,have energy-saving measures,Yes,70,125,56.0%,42.3%,68.8%,13.7%,12.8%
